fecha,Crédito SF sector privado,Crédito empresarial,Crédito consumo,Crédito hipotecario,Tasa activa TAMN,Tasa pasiva TIPMN,Tasa referencia BCRP,Tipo de cambio,Índice BVL,IPC Lima,PBI desestacionalizado,Demanda interna,Reservas internacionales,Liquidez M1,Liquidez M2,Liquidez M3,Tasa interbancaria,IPC Subyacente,embi_peru
2017-01-01,300812.89601968,168684.37524032,58104.70564,40733.37636,17.7387,2.7,4.25,3.34,15983.95,87.4981321088573,159.998577212189,162.117410450866,62572.243,70918.4122,315688.760485,421803.31503036,4.2517,88.429169695934,157.5909090909091
2017-02-01,301224.6440489,169183.17113776,58392.31052,40938.21284,17.0679,2.7339,4.25,3.259825,15766.12,87.7809010228465,159.533281818095,155.133207779009,62290.979,72075.1577,315555.59216,420618.56891806,4.249,88.6335609501501,152.25
2017-03-01,301308.89997075,168807.3873324,58627.10592,41301.40556,16.9577,2.7077,4.25,3.26373913043478,15757.01,88.9260539521744,157.127308110684,171.683194804427,62487.097,70590.965664,319077.307004,423691.5337145,4.2453,89.3413416872755,141.08695652173913
2017-04-01,302660.20300212,169234.60403984,58822.09636,41423.92828,16.844,2.7083,4.25,3.24736111111111,15559.3,88.6965771763182,158.607742719969,170.469762695294,62997.712,70909.461858,320486.941478,424929.45085076,4.2922,89.4969087993906,149.4
2017-05-01,304378.93912749,169496.05150896,59476.75276,41691.34464,16.7794,2.7294,4.0,3.27286363636364,16000.08,88.3210908710632,159.641027378146,175.268237642791,63413.84,71664.94894,326366.90478,430852.21389513,4.0746,89.6910628488234,141.1304347826087
2017-06-01,305321.7812695,169885.81600048,59978.39812,42038.2886,17.084,2.7223,4.0,3.2678,16132.87,88.1804847816058,162.15553345217,168.979831037767,62601.159,73005.184413,329146.385933,431065.93596725,4.002,89.8332309509685,143.5
2017-07-01,307111.79203888,171924.87380696,59919.00068,42155.87124,17.0961,2.6939,3.75,3.24892105263158,16750.17,88.3553341822423,161.172272080632,176.150212040723,63050.139,74634.987122,334333.389761,437378.75087948,3.8392,89.9574890943496,141.9047619047619
2017-08-01,311305.54548972,171820.46441376,60514.07888,42429.6306,16.9332,2.6571,3.75,3.24143181818182,17616.44,88.9492813838017,162.512303480914,174.675397583176,62005.163,73468.114399,336031.193949,440890.44308268,3.7296,90.0807751627386,155.3913043478261
2017-10-01,315361.938961,173906.528484,61567.92768,43487.46956,16.4035,2.5858,3.5,3.25104545454545,19874.12,88.5179296753887,162.00215700662,181.743190960365,63560.269,77683.516231,348784.209531,454861.44508425,3.5012,90.1846354202432,139.63636363636363
2017-11-01,318298.64551876,176699.12172944,62344.33776,44113.52388,16.1023,2.5397,3.25,3.24052380952381,19722.18,88.3433392676972,161.436631654669,176.180842087037,62983.005,78581.639779,352487.378128,460245.11146527,3.3541,90.2621188049222,138.86363636363637
