fecha,Crédito sector privado,Crédito hipotecario,Crédito consumo,Crédito en ME,Tasa activa (TAMN),Tasa referencia BCRP,Tipo de cambio S//$,PBI (índice),Demanda interna
2014-02-01,2.81255,2.81265,2.81345,2.81185,15.8071,4.0,2.81265,146.775450836488,145.403428654809
2014-03-01,2.80657142857143,2.80638095238095,2.80709523809524,2.80566666666667,15.6132,4.0,2.80638095238095,145.81001242282,158.259819346391
2014-04-01,2.79444,2.794375,2.79525,2.7935,15.5293,4.0,2.794375,146.393851050839,163.744607084812
2014-05-01,2.78695238095238,2.78697619047619,2.78776190476191,2.78619047619048,15.6132,4.0,2.78697619047619,145.456142971842,164.463831604902
2014-06-01,2.79452380952381,2.79423809523809,2.79514285714286,2.79333333333333,16.0437,4.0,2.79423809523809,144.094980905035,156.819673812124
2014-07-01,2.78639523809524,2.78609523809524,2.78704761904762,2.78514285714286,15.9294,3.75,2.78609523809524,145.887131294091,163.483157017654
2014-08-01,2.81476666666667,2.81447619047619,2.81542857142857,2.81352380952381,15.8752,3.75,2.81447619047619,146.335649193581,159.530022180526
2014-09-01,2.86469545454545,2.86395454545455,2.86495454545455,2.86295454545455,15.689,3.5,2.86395454545455,146.888629947313,160.972014978711
2014-10-01,2.90670909090909,2.90604545454545,2.90722727272727,2.90486363636364,15.5535,3.5,2.90604545454545,148.317666345584,166.298478619768
2014-11-01,2.92551,2.925075,2.9263,2.92385,15.6087,3.5,2.925075,147.497318721597,162.271862080815
2014-12-01,2.9625380952381,2.9615,2.96314285714286,2.95985714285714,15.6694,3.5,2.9615,146.632069731315,171.814358674264
2015-01-01,3.006785,3.005525,3.00695,3.0041,16.1668,3.25,3.005525,147.756580366387,155.684158472474
2015-02-01,3.079435,3.078525,3.08015,3.0769,15.9979,3.25,3.078525,148.530397765917,152.038039568949
2015-03-01,3.09223636363636,3.09168181818182,3.09309090909091,3.09027272727273,16.0777,3.25,3.09168181818182,149.7342466296,167.489140214842
2015-04-01,3.12064,3.1199525,3.12145,3.118455,15.9223333333333,3.25,3.1199525,152.471072114303,172.493764331988
2015-05-01,3.151345,3.15045,3.1517,3.1492,16.0042,3.25,3.15045,148.001598467745,167.940695966453
2015-06-01,3.16178095238095,3.16123809523809,3.16242857142857,3.16004761904762,16.1823,3.25,3.16123809523809,150.273069169179,164.569061017114
2015-07-01,3.181965,3.18125,3.1829,3.1796,16.1542,3.25,3.18125,151.302115642306,169.253165789017
2015-08-01,3.23944285714286,3.23835714285714,3.24,3.23671428571429,16.2516,3.25,3.23835714285714,150.176590820722,162.516129147123
2015-09-01,3.21864545454545,3.21861363636364,3.2205,3.21672727272727,16.0927,3.5,3.21861363636364,151.412928336185,167.724057969188
2015-10-01,3.24952,3.248375,3.2503,3.24645,16.2439,3.5,3.248375,153.589302916454,169.303065461285
2015-11-01,3.3382,3.33664285714286,3.33852380952381,3.3347619047619,16.083,3.5,3.33664285714286,152.919012481337,169.372645118582
2015-12-01,3.38377619047619,3.38266666666667,3.38509523809524,3.38023809523809,16.0933,3.75,3.38266666666667,155.572579637414,180.136156210334
